"URL A","URL B","Similarity","Class"
"/pidtrymuyuche-prybyrannya-kvartyr-cherkasy","/prybyrannya-medychnykh-tsentriv-cherkasy","1.9%","OK"
"/generalne-prybyrannya-kuhni-cherkasy","/himchystka-krisel-cherkasy","1.9%","OK"
"/prybyrannya-prylegloyi-terytoriyi-cherkasy","/rehulyarne-prybyrannya-biznesu-cherkasy","1.9%","OK"
"/prybyrannya-prylegloyi-terytoriyi-cherkasy","/prybyrannya-mahazyniv-supermarketiv-cherkasy","1.9%","OK"
"/prybyrannya-skladiv-cherkasy","/himchystka-kovrolinu-cherkasy","1.9%","OK"
"/pidtrymuyuche-prybyrannya-kvartyr-cherkasy","/himchystka-stiltsiv-cherkasy","1.8%","OK"
"/pidtrymuyuche-prybyrannya-kvartyr-cherkasy","/himchystka-krisel-cherkasy","1.8%","OK"
"/prybyrannya-prylegloyi-terytoriyi-cherkasy","/prybyrannya-ofisiv-cherkasy","1.8%","OK"
"/prybyrannya-prylegloyi-terytoriyi-cherkasy","/prybyrannya-restoraniv-kafe-cherkasy","1.8%","OK"
"/prybyrannya-prylegloyi-terytoriyi-cherkasy","/prybyrannya-skladiv-cherkasy","1.8%","OK"
"/prybyrannya-prylegloyi-terytoriyi-cherkasy","/prybyrannya-medychnykh-tsentriv-cherkasy","1.8%","OK"
"/prybyrannya-budynkiv-cherkasy","/prybyrannya-restoraniv-kafe-cherkasy","1.8%","OK"
"/pidtrymuyuche-prybyrannya-kvartyr-cherkasy","/rehulyarne-prybyrannya-biznesu-cherkasy","1.7%","OK"
"/generalne-prybyrannya-kuhni-cherkasy","/rehulyarne-prybyrannya-biznesu-cherkasy","1.7%","OK"
"/generalne-prybyrannya-kuhni-cherkasy","/prybyrannya-skladiv-cherkasy","1.7%","OK"
"/generalne-prybyrannya-kuhni-cherkasy","/prybyrannya-medychnykh-tsentriv-cherkasy","1.7%","OK"
"/prybyrannya-prylegloyi-terytoriyi-cherkasy","/prybyrannya-vyrobnychykh-prymishchen-cherkasy","1.7%","OK"
"/prybyrannya-budynkiv-cherkasy","/prybyrannya-ofisiv-cherkasy","1.7%","OK"
"/himchystka-kovrolinu-cherkasy","/myttya-fasadiv-cherkasy","1.7%","OK"
"/generalne-prybyrannya-cherkasy","/prybyrannya-restoraniv-kafe-cherkasy","1.6%","OK"
"/pidtrymuyuche-prybyrannya-kvartyr-cherkasy","/prybyrannya-mahazyniv-supermarketiv-cherkasy","1.6%","OK"
"/generalne-prybyrannya-kuhni-cherkasy","/prybyrannya-ofisiv-cherkasy","1.6%","OK"
"/generalne-prybyrannya-kuhni-cherkasy","/prybyrannya-mahazyniv-supermarketiv-cherkasy","1.6%","OK"
"/generalne-prybyrannya-kuhni-cherkasy","/prybyrannya-restoraniv-kafe-cherkasy","1.6%","OK"
"/prybyrannya-pislya-pozhezhi-cherkasy","/prybyrannya-ofisiv-cherkasy","1.6%","OK"
"/himchystka-matratsa-cherkasy","/himchystka-stiltsiv-cherkasy","1.6%","OK"
"/prybyrannya-vyrobnychykh-prymishchen-cherkasy","/himchystka-krisel-cherkasy","1.6%","OK"
"/prybyrannya-skladiv-cherkasy","/himchystka-krisel-cherkasy","1.6%","OK"
"/generalne-prybyrannya-cherkasy","/prybyrannya-ofisiv-cherkasy","1.5%","OK"
"/pidtrymuyuche-prybyrannya-kvartyr-cherkasy","/prybyrannya-ofisiv-cherkasy","1.5%","OK"
"/pidtrymuyuche-prybyrannya-kvartyr-cherkasy","/prybyrannya-vyrobnychykh-prymishchen-cherkasy","1.5%","OK"
"/generalne-prybyrannya-kuhni-cherkasy","/prybyrannya-vyrobnychykh-prymishchen-cherkasy","1.5%","OK"
"/prybyrannya-pislya-pozhezhi-cherkasy","/prybyrannya-restoraniv-kafe-cherkasy","1.5%","OK"
"/prybyrannya-budynkiv-cherkasy","/prybyrannya-mahazyniv-supermarketiv-cherkasy","1.5%","OK"
"/prybyrannya-skladiv-cherkasy","/himchystka-stiltsiv-cherkasy","1.5%","OK"
"/prybyrannya-medychnykh-tsentriv-cherkasy","/himchystka-kovrolinu-cherkasy","1.5%","OK"
"/generalne-prybyrannya-cherkasy","/prybyrannya-mahazyniv-supermarketiv-cherkasy","1.4%","OK"
"/generalne-prybyrannya-cherkasy","/himchystka-stiltsiv-cherkasy","1.4%","OK"
"/generalne-prybyrannya-cherkasy","/himchystka-kovrolinu-cherkasy","1.4%","OK"
"/generalne-prybyrannya-kvartyry-cherkasy","/himchystka-stiltsiv-cherkasy","1.4%","OK"
"/generalne-prybyrannya-kvartyry-cherkasy","/himchystka-kovrolinu-cherkasy","1.4%","OK"
"/prybyrannya-pislya-remontu-cherkasy","/prybyrannya-ofisiv-cherkasy","1.4%","OK"
"/prybyrannya-budynkiv-cherkasy","/rehulyarne-prybyrannya-biznesu-cherkasy","1.4%","OK"
"/prybyrannya-budynkiv-cherkasy","/prybyrannya-vyrobnychykh-prymishchen-cherkasy","1.4%","OK"
"/prybyrannya-budynkiv-cherkasy","/prybyrannya-skladiv-cherkasy","1.4%","OK"
"/prybyrannya-budynkiv-cherkasy","/prybyrannya-medychnykh-tsentriv-cherkasy","1.4%","OK"
"/myttya-vikon-cherkasy","/himchystka-kovrolinu-cherkasy","1.4%","OK"
"/prybyrannya-ofisiv-cherkasy","/himchystka-krisel-cherkasy","1.4%","OK"
"/prybyrannya-ofisiv-cherkasy","/himchystka-kovrolinu-cherkasy","1.4%","OK"
"/prybyrannya-medychnykh-tsentriv-cherkasy","/himchystka-stiltsiv-cherkasy","1.4%","OK"
"/prybyrannya-medychnykh-tsentriv-cherkasy","/himchystka-krisel-cherkasy","1.4%","OK"
"/himchystka-kovrolinu-cherkasy","/myttya-plytky-cherkasy","1.4%","OK"
"/generalne-prybyrannya-cherkasy","/prybyrannya-skladiv-cherkasy","1.3%","OK"
"/generalne-prybyrannya-kvartyry-cherkasy","/rehulyarne-prybyrannya-biznesu-cherkasy","1.3%","OK"
"/generalne-prybyrannya-kvartyry-cherkasy","/prybyrannya-skladiv-cherkasy","1.3%","OK"
"/generalne-prybyrannya-kvartyry-cherkasy","/prybyrannya-medychnykh-tsentriv-cherkasy","1.3%","OK"
"/generalne-prybyrannya-kvartyry-cherkasy","/himchystka-krisel-cherkasy","1.3%","OK"
"/prybyrannya-pislya-pozhezhi-cherkasy","/rehulyarne-prybyrannya-biznesu-cherkasy","1.3%","OK"
"/prybyrannya-pislya-pozhezhi-cherkasy","/prybyrannya-skladiv-cherkasy","1.3%","OK"
"/prybyrannya-pislya-pozhezhi-cherkasy","/prybyrannya-medychnykh-tsentriv-cherkasy","1.3%","OK"
"/myttya-vikon-cherkasy","/prybyrannya-restoraniv-kafe-cherkasy","1.3%","OK"
"/prybyrannya-ofisiv-cherkasy","/himchystka-kylymiv-cherkasy","1.3%","OK"
"/prybyrannya-ofisiv-cherkasy","/himchystka-stiltsiv-cherkasy","1.3%","OK"
"/prybyrannya-ofisiv-cherkasy","/dezinfektsiya-prymishchen-cherkasy","1.3%","OK"
"/rehulyarne-prybyrannya-biznesu-cherkasy","/himchystka-stiltsiv-cherkasy","1.3%","OK"
"/rehulyarne-prybyrannya-biznesu-cherkasy","/himchystka-krisel-cherkasy","1.3%","OK"
"/rehulyarne-prybyrannya-biznesu-cherkasy","/himchystka-kovrolinu-cherkasy","1.3%","OK"
"/prybyrannya-mahazyniv-supermarketiv-cherkasy","/himchystka-stiltsiv-cherkasy","1.3%","OK"
"/prybyrannya-mahazyniv-supermarketiv-cherkasy","/himchystka-krisel-cherkasy","1.3%","OK"
"/prybyrannya-mahazyniv-supermarketiv-cherkasy","/himchystka-kovrolinu-cherkasy","1.3%","OK"
"/prybyrannya-mahazyniv-supermarketiv-cherkasy","/myttya-fasadiv-cherkasy","1.3%","OK"
"/prybyrannya-restoraniv-kafe-cherkasy","/himchystka-stiltsiv-cherkasy","1.3%","OK"
"/prybyrannya-restoraniv-kafe-cherkasy","/himchystka-krisel-cherkasy","1.3%","OK"
"/prybyrannya-restoraniv-kafe-cherkasy","/himchystka-kovrolinu-cherkasy","1.3%","OK"
"/prybyrannya-restoraniv-kafe-cherkasy","/myttya-plytky-cherkasy","1.3%","OK"
"/prybyrannya-vyrobnychykh-prymishchen-cherkasy","/himchystka-kovrolinu-cherkasy","1.3%","OK"
"/prybyrannya-skladiv-cherkasy","/himchystka-kylymiv-cherkasy","1.3%","OK"
"/prybyrannya-medychnykh-tsentriv-cherkasy","/myttya-fasadiv-cherkasy","1.3%","OK"
"/himchystka-krisel-cherkasy","/myttya-plytky-cherkasy","1.3%","OK"
"/generalne-prybyrannya-cherkasy","/himchystka-krisel-cherkasy","1.2%","OK"
"/generalne-prybyrannya-kvartyry-cherkasy","/prybyrannya-mahazyniv-supermarketiv-cherkasy","1.2%","OK"
"/generalne-prybyrannya-kvartyry-cherkasy","/prybyrannya-restoraniv-kafe-cherkasy","1.2%","OK"
"/prybyrannya-pislya-pozhezhi-cherkasy","/prybyrannya-mahazyniv-supermarketiv-cherkasy","1.2%","OK"
"/prybyrannya-pislya-pozhezhi-cherkasy","/prybyrannya-vyrobnychykh-prymishchen-cherkasy","1.2%","OK"
"/himchystka-dyvana-cherkasy","/prybyrannya-restoraniv-kafe-cherkasy","1.2%","OK"
"/himchystka-dyvana-cherkasy","/prybyrannya-skladiv-cherkasy","1.2%","OK"
"/himchystka-matratsa-cherkasy","/rehulyarne-prybyrannya-biznesu-cherkasy","1.2%","OK"
"/himchystka-matratsa-cherkasy","/prybyrannya-skladiv-cherkasy","1.2%","OK"
"/myttya-vikon-cherkasy","/rehulyarne-prybyrannya-biznesu-cherkasy","1.2%","OK"
"/myttya-vikon-cherkasy","/prybyrannya-mahazyniv-supermarketiv-cherkasy","1.2%","OK"
"/myttya-vikon-cherkasy","/prybyrannya-skladiv-cherkasy","1.2%","OK"
"/myttya-vikon-cherkasy","/prybyrannya-medychnykh-tsentriv-cherkasy","1.2%","OK"
"/myttya-vikon-cherkasy","/himchystka-krisel-cherkasy","1.2%","OK"
"/prybyrannya-ofisiv-cherkasy","/myttya-plytky-cherkasy","1.2%","OK"
"/rehulyarne-prybyrannya-biznesu-cherkasy","/himchystka-kylymiv-cherkasy","1.2%","OK"
"/rehulyarne-prybyrannya-biznesu-cherkasy","/myttya-plytky-cherkasy","1.2%","OK"
"/prybyrannya-mahazyniv-supermarketiv-cherkasy","/himchystka-kylymiv-cherkasy","1.2%","OK"
"/prybyrannya-mahazyniv-supermarketiv-cherkasy","/myttya-plytky-cherkasy","1.2%","OK"
"/prybyrannya-restoraniv-kafe-cherkasy","/himchystka-kylymiv-cherkasy","1.2%","OK"
"/prybyrannya-restoraniv-kafe-cherkasy","/myttya-fasadiv-cherkasy","1.2%","OK"
"/prybyrannya-vyrobnychykh-prymishchen-cherkasy","/himchystka-stiltsiv-cherkasy","1.2%","OK"
"/prybyrannya-skladiv-cherkasy","/myttya-fasadiv-cherkasy","1.2%","OK"
"/prybyrannya-skladiv-cherkasy","/myttya-plytky-cherkasy","1.2%","OK"
"/prybyrannya-medychnykh-tsentriv-cherkasy","/himchystka-kylymiv-cherkasy","1.2%","OK"
"/prybyrannya-medychnykh-tsentriv-cherkasy","/myttya-plytky-cherkasy","1.2%","OK"
"/himchystka-krisel-cherkasy","/myttya-fasadiv-cherkasy","1.2%","OK"
"/generalne-prybyrannya-cherkasy","/rehulyarne-prybyrannya-biznesu-cherkasy","1.1%","OK"
"/generalne-prybyrannya-cherkasy","/prybyrannya-medychnykh-tsentriv-cherkasy","1.1%","OK"
"/generalne-prybyrannya-kvartyry-cherkasy","/prybyrannya-ofisiv-cherkasy","1.1%","OK"
"/generalne-prybyrannya-kvartyry-cherkasy","/prybyrannya-vyrobnychykh-prymishchen-cherkasy","1.1%","OK"
"/prybyrannya-pislya-remontu-cherkasy","/prybyrannya-restoraniv-kafe-cherkasy","1.1%","OK"
"/prybyrannya-pislya-remontu-cherkasy","/himchystka-stiltsiv-cherkasy","1.1%","OK"
"/himchystka-dyvana-cherkasy","/prybyrannya-ofisiv-cherkasy","1.1%","OK"
"/himchystka-dyvana-cherkasy","/rehulyarne-prybyrannya-biznesu-cherkasy","1.1%","OK"
"/himchystka-dyvana-cherkasy","/prybyrannya-mahazyniv-supermarketiv-cherkasy","1.1%","OK"
"/himchystka-dyvana-cherkasy","/prybyrannya-medychnykh-tsentriv-cherkasy","1.1%","OK"
"/himchystka-matratsa-cherkasy","/prybyrannya-ofisiv-cherkasy","1.1%","OK"
"/himchystka-matratsa-cherkasy","/prybyrannya-mahazyniv-supermarketiv-cherkasy","1.1%","OK"
"/himchystka-matratsa-cherkasy","/prybyrannya-restoraniv-kafe-cherkasy","1.1%","OK"
"/himchystka-matratsa-cherkasy","/prybyrannya-vyrobnychykh-prymishchen-cherkasy","1.1%","OK"
"/himchystka-matratsa-cherkasy","/prybyrannya-medychnykh-tsentriv-cherkasy","1.1%","OK"
"/myttya-vikon-cherkasy","/prybyrannya-ofisiv-cherkasy","1.1%","OK"
"/myttya-vikon-cherkasy","/prybyrannya-vyrobnychykh-prymishchen-cherkasy","1.1%","OK"
"/prybyrannya-ofisiv-cherkasy","/myttya-fasadiv-cherkasy","1.1%","OK"
"/rehulyarne-prybyrannya-biznesu-cherkasy","/dezinfektsiya-prymishchen-cherkasy","1.1%","OK"
"/prybyrannya-mahazyniv-supermarketiv-cherkasy","/dezinfektsiya-prymishchen-cherkasy","1.1%","OK"
"/prybyrannya-restoraniv-kafe-cherkasy","/dezinfektsiya-prymishchen-cherkasy","1.1%","OK"
"/prybyrannya-vyrobnychykh-prymishchen-cherkasy","/himchystka-kylymiv-cherkasy","1.1%","OK"
"/prybyrannya-vyrobnychykh-prymishchen-cherkasy","/myttya-plytky-cherkasy","1.1%","OK"
"/prybyrannya-medychnykh-tsentriv-cherkasy","/dezinfektsiya-prymishchen-cherkasy","1.1%","OK"
"/generalne-prybyrannya-cherkasy","/prybyrannya-vyrobnychykh-prymishchen-cherkasy","1.0%","OK"
"/prybyrannya-pislya-remontu-cherkasy","/prybyrannya-medychnykh-tsentriv-cherkasy","1.0%","OK"
"/prybyrannya-pislya-remontu-cherkasy","/himchystka-krisel-cherkasy","1.0%","OK"
"/himchystka-dyvana-cherkasy","/prybyrannya-vyrobnychykh-prymishchen-cherkasy","1.0%","OK"
"/himchystka-avto-cherkasy","/prybyrannya-ofisiv-cherkasy","1.0%","OK"
"/himchystka-avto-cherkasy","/prybyrannya-restoraniv-kafe-cherkasy","1.0%","OK"
"/himchystka-avto-cherkasy","/prybyrannya-skladiv-cherkasy","1.0%","OK"
"/rehulyarne-prybyrannya-biznesu-cherkasy","/myttya-fasadiv-cherkasy","1.0%","OK"
"/prybyrannya-vyrobnychykh-prymishchen-cherkasy","/dezinfektsiya-prymishchen-cherkasy","1.0%","OK"
"/prybyrannya-vyrobnychykh-prymishchen-cherkasy","/myttya-fasadiv-cherkasy","1.0%","OK"
"/prybyrannya-skladiv-cherkasy","/dezinfektsiya-prymishchen-cherkasy","1.0%","OK"
"/prybyrannya-kvartyr-cherkasy","/prybyrannya-ofisiv-cherkasy","0.9%","OK"
"/prybyrannya-kvartyr-cherkasy","/prybyrannya-restoraniv-kafe-cherkasy","0.9%","OK"
"/prybyrannya-kvartyr-cherkasy","/prybyrannya-skladiv-cherkasy","0.9%","OK"
"/prybyrannya-kvartyr-cherkasy","/himchystka-kovrolinu-cherkasy","0.9%","OK"
"/prybyrannya-pislya-remontu-cherkasy","/rehulyarne-prybyrannya-biznesu-cherkasy","0.9%","OK"
"/prybyrannya-pislya-remontu-cherkasy","/prybyrannya-mahazyniv-supermarketiv-cherkasy","0.9%","OK"
"/prybyrannya-pislya-remontu-cherkasy","/prybyrannya-vyrobnychykh-prymishchen-cherkasy","0.9%","OK"
"/prybyrannya-pislya-remontu-cherkasy","/prybyrannya-skladiv-cherkasy","0.9%","OK"
"/prybyrannya-pislya-remontu-cherkasy","/himchystka-kovrolinu-cherkasy","0.9%","OK"
"/himchystka-avto-cherkasy","/rehulyarne-prybyrannya-biznesu-cherkasy","0.9%","OK"
"/himchystka-avto-cherkasy","/prybyrannya-mahazyniv-supermarketiv-cherkasy","0.9%","OK"
"/himchystka-avto-cherkasy","/prybyrannya-vyrobnychykh-prymishchen-cherkasy","0.9%","OK"
"/himchystka-avto-cherkasy","/prybyrannya-medychnykh-tsentriv-cherkasy","0.9%","OK"
"/prybyrannya-kvartyr-cherkasy","/himchystka-stiltsiv-cherkasy","0.8%","OK"
"/prybyrannya-kvartyr-cherkasy","/rehulyarne-prybyrannya-biznesu-cherkasy","0.7%","OK"
"/prybyrannya-kvartyr-cherkasy","/prybyrannya-mahazyniv-supermarketiv-cherkasy","0.7%","OK"
"/prybyrannya-kvartyr-cherkasy","/prybyrannya-medychnykh-tsentriv-cherkasy","0.7%","OK"
"/himchystka-mebliv-cherkasy","/himchystka-krisel-cherkasy","0.7%","OK"
"/himchystka-mebliv-cherkasy","/himchystka-kovrolinu-cherkasy","0.7%","OK"
"/prybyrannya-kvartyr-cherkasy","/prybyrannya-vyrobnychykh-prymishchen-cherkasy","0.6%","OK"
"/prybyrannya-kvartyr-cherkasy","/himchystka-krisel-cherkasy","0.6%","OK"
"/himchystka-mebliv-cherkasy","/prybyrannya-restoraniv-kafe-cherkasy","0.4%","OK"
"/himchystka-mebliv-cherkasy","/prybyrannya-medychnykh-tsentriv-cherkasy","0.4%","OK"
"/himchystka-mebliv-cherkasy","/prybyrannya-ofisiv-cherkasy","0.3%","OK"
"/himchystka-mebliv-cherkasy","/rehulyarne-prybyrannya-biznesu-cherkasy","0.3%","OK"
"/himchystka-mebliv-cherkasy","/prybyrannya-mahazyniv-supermarketiv-cherkasy","0.3%","OK"
"/himchystka-mebliv-cherkasy","/prybyrannya-vyrobnychykh-prymishchen-cherkasy","0.3%","OK"
"/himchystka-mebliv-cherkasy","/prybyrannya-skladiv-cherkasy","0.3%","OK"
